ID,Probability
1,0.07470350877947918
2,0.03309582371790999
3,0.013939762477881389
4,0.07927877058685953
5,0.11830030255325705
6,0.0359899959869665
7,0.06709032310653447
8,0.04679127547107443
9,0.004763782703900882
10,0.33756538355403404
11,0.010528387864354883
12,0.015850354664701135
13,0.007444785717920014
14,0.0369550287115429
15,0.06678750145502256
16,0.017788728901111897
17,0.03158288644756592
18,0.016051805836922756
19,0.2391452478427656
20,0.08704956376484511
21,0.008502503507647339
22,0.01217214887434989
23,0.006146765346695949
24,0.535839360197774
25,0.07187656526215663
26,0.018083135751150333
27,0.11010621310966456
28,0.009452383120131925
29,0.06078844143102926
30,0.019052593269649774
31,0.07115661724474939
32,0.007144876520841141
33,0.012227622827938111
34,0.07094359472003663
35,0.39099363573493334
36,0.049244328887783025
37,0.034356816598990314
38,0.017054841130411415
39,0.012117786622501785
40,0.053559613379915494
41,0.22092832407818694
42,0.2589901850373138
43,0.10443653084158924
44,0.008387816691803072
45,0.04851155774789524
46,0.0035756606218822445
47,0.0032240091384173573
48,0.017726806163356777
49,0.01639758707650732
50,0.03887182345108853
51,0.012988001364297553
52,0.02337350654462951
53,0.009336351495180467
54,0.06509711728464476
55,0.016375957726733486
56,0.10583458083037191
57,0.005660761572538263
58,0.14694034387956129
59,0.12661611508021206
60,0.10100148218717755
61,0.02288797787621755
62,0.008917817763378933
63,0.020552322172947293
64,0.012617734471272816
65,0.016200849855262187
66,0.017606724868405157
67,0.01256224715982615
68,0.13849958749244506
69,0.0076945480314251765
70,0.6499850599256639
71,0.016663511960998224
72,0.1257128819707982
73,0.007440651775937079
74,0.18775444480237719
75,0.01646059796675274
76,0.04130024935035786
77,0.06554190176977036
78,0.039080182016858964
79,0.017049420789280977
80,0.01659169297201434
81,0.010131874435330384
82,0.01636287942831917
83,0.028712515550345773
84,0.006318965683581366
85,0.01729952223015497
86,0.014085683175483915
87,0.0645702473531244
88,0.008611311059035932
89,0.02828830099832239
90,0.02185084900247751
91,0.059579813411512306
92,0.015539330608390599
93,0.011356632619980716
94,0.015739566511505005
95,0.006851206140309493
96,0.12600223255231982
97,0.02911297458486218
98,0.09217343271616836
99,0.01227844720866784
100,0.016519085196270423
101,0.06533898193796074
102,0.08168045574236003
103,0.00642350611175575
104,0.06295093985500243
105,0.07080553261855396
106,0.019385019345730305
107,0.3824815130104531
108,0.0176022834192435
109,0.007444641374555598
110,0.02190148057621894
111,0.02069891486286389
112,0.028962035901397527
113,0.020013119185769018
114,0.5062064177670377
115,0.09651742675269638
116,0.011718014440890136
117,0.004492035846922594
118,0.08946601913377979
119,0.012942446801798523
120,0.009263903271762682
121,0.010641121505395569
122,0.05713758761228354
123,0.013545381299714332
124,0.5268941473613495
125,0.008601577490565525
126,0.014592005071734127
127,0.005383319999657565
128,0.015625086792429924
129,0.006814442643759763
130,0.04377028863064495
131,0.03721401686850349
132,0.0711775249060641
133,0.006096078792436558
134,0.08537366925419572
135,0.17900472249674731
136,0.008534287523882578
137,0.18001916453100622
138,0.04241927025867149
139,0.005733288414230731
140,0.012442223308936122
141,0.005054961869550433
142,0.014992521290323184
143,0.004218226855687454
144,0.01583202240709205
145,0.32090660992725056
146,0.011491787464673818
147,0.004870606801254782
148,0.09358974131874875
149,0.009734036747038299
150,0.03759516739167136
151,0.004440776307910734
152,0.010030608358494125
153,0.006181795809997266
154,0.011457448980250733
155,0.016182545599553
156,0.017429630619564894
157,0.06648717222226291
158,0.006298633609168471
159,0.10595848766314714
160,0.016584278544283522
161,0.005021486930064112
162,0.011443608338115668
163,0.01568267391821851
164,0.06805859387379262
165,0.011520155625594754
166,0.019575146987099314
167,0.6447207224691412
168,0.020744213229343403
169,0.20380527456878214
170,0.012741378332212654
171,0.004089434736021852
172,0.014572200399188514
173,0.015991774229992817
174,0.05459485222486305
175,0.01718306746872027
176,0.34734811446841574
177,0.021604207185488885
178,0.10455057929110201
179,0.014481761646893881
180,0.010840612934898504
181,0.049075772889647616
182,0.008501135024609304
183,0.0193386766262251
184,0.013631478169565673
185,0.10481196390316964
186,0.006142139830643531
187,0.008354526627636371
188,0.028822187611947384
189,0.06874406668893607
190,0.019800179678696614
191,0.013880718574488018
192,0.044519269630269795
193,0.017486214882870534
194,0.05957347131439582
195,0.01203404804698281
196,0.029312989290140035
197,0.00900868597510357
198,0.011463380471829149
199,0.00936317058330167
200,0.008677806648818969
201,0.07212314888078104
202,0.027860281937741118
203,0.2804632794682974
